Year,Theory,Status,Deviation,Metric_Value
174,King_Shaft,FAIL,10.2286,55.2286
174,Queen_Shaft,FAIL,9.1546,44.1546
174,North_Shaft,FAIL,18.8998,13.6002
175,Orion,FAIL,46.4400,55.7700
175,Leo,FAIL,22.8939,67.1061
175,King_Shaft,FAIL,10.2349,55.2349
175,Queen_Shaft,FAIL,9.1537,44.1537
175,North_Shaft,FAIL,18.9058,13.5942
176,Orion,FAIL,46.4505,55.7805
176,Leo,FAIL,22.5067,67.4933
176,King_Shaft,FAIL,10.2222,55.2222
176,Queen_Shaft,FAIL,9.1569,44.1569
176,North_Shaft,FAIL,18.9122,13.5878
177,Orion,FAIL,46.4534,55.7834
177,Leo,FAIL,22.6101,67.3899
177,King_Shaft,FAIL,10.2289,55.2289
177,Queen_Shaft,FAIL,9.1588,44.1588
177,North_Shaft,FAIL,18.9168,13.5832
178,Orion,FAIL,46.4553,55.7853
178,Leo,FAIL,22.7137,67.2863
178,King_Shaft,FAIL,10.2379,55.2379
178,Queen_Shaft,FAIL,9.1599,44.1599
178,North_Shaft,FAIL,18.9215,13.5785
179,Orion,FAIL,46.4560,55.7860
179,Leo,FAIL,22.8174,67.1826
179,King_Shaft,FAIL,10.2456,55.2456
179,Queen_Shaft,FAIL,9.1601,44.1601
179,North_Shaft,FAIL,18.9269,13.5731
180,Orion,FAIL,46.4638,55.7938
180,Leo,FAIL,22.4304,67.5696
180,King_Shaft,FAIL,10.2398,55.2398
180,Queen_Shaft,FAIL,9.1610,44.1610
180,North_Shaft,FAIL,18.9352,13.5648
181,Orion,FAIL,46.4676,55.7976
181,Leo,FAIL,22.5332,67.4668
181,King_Shaft,FAIL,10.2379,55.2379
181,Queen_Shaft,FAIL,9.1633,44.1633
181,North_Shaft,FAIL,18.9406,13.5594
182,Orion,FAIL,46.4700,55.8000
182,Leo,FAIL,22.6360,67.3640
182,King_Shaft,FAIL,10.2473,55.2473
182,Queen_Shaft,FAIL,9.1645,44.1645
182,North_Shaft,FAIL,18.9458,13.5542
183,Orion,FAIL,46.4709,55.8009
183,Leo,FAIL,22.7387,67.2613
183,King_Shaft,FAIL,10.2552,55.2552
183,Queen_Shaft,FAIL,9.1645,44.1645
183,North_Shaft,FAIL,18.9508,13.5492
184,Orion,FAIL,46.4749,55.8049
184,Leo,FAIL,22.3513,67.6487
184,King_Shaft,FAIL,10.2552,55.2552
184,Queen_Shaft,FAIL,9.1620,44.1620
184,North_Shaft,FAIL,18.9591,13.5409
185,Orion,FAIL,46.4785,55.8085
185,Leo,FAIL,22.4532,67.5468
185,King_Shaft,FAIL,10.2517,55.2517
185,Queen_Shaft,FAIL,9.1639,44.1639
185,North_Shaft,FAIL,18.9642,13.5358
186,Orion,FAIL,46.4807,55.8107
186,Leo,FAIL,22.5553,67.4447
186,King_Shaft,FAIL,10.2527,55.2527
186,Queen_Shaft,FAIL,9.1648,44.1648
186,North_Shaft,FAIL,18.9690,13.5310
187,Orion,FAIL,46.4815,55.8115
187,Leo,FAIL,22.6575,67.3425
187,King_Shaft,FAIL,10.2605,55.2605
187,Queen_Shaft,FAIL,9.1646,44.1646
187,North_Shaft,FAIL,18.9733,13.5267
188,Orion,FAIL,46.4818,55.8118
188,Leo,FAIL,22.2704,67.7296
188,King_Shaft,FAIL,10.2664,55.2664
188,Queen_Shaft,FAIL,9.1592,44.1592
188,North_Shaft,FAIL,18.9802,13.5198
189,Orion,FAIL,46.4857,55.8157
189,Leo,FAIL,22.3724,67.6276
189,King_Shaft,FAIL,10.2632,55.2632
189,Queen_Shaft,FAIL,9.1615,44.1615
189,North_Shaft,FAIL,18.9847,13.5153
190,Orion,FAIL,46.4886,55.8186
190,Leo,FAIL,22.4748,67.5252
190,King_Shaft,FAIL,10.2589,55.2589
190,Queen_Shaft,FAIL,9.1630,44.1630
190,North_Shaft,FAIL,18.9889,13.5111
191,Orion,FAIL,46.4903,55.8203
191,Leo,FAIL,22.5776,67.4224
191,King_Shaft,FAIL,10.2641,55.2641
191,Queen_Shaft,FAIL,9.1639,44.1639
191,North_Shaft,FAIL,18.9929,13.5071
192,Orion,FAIL,46.4882,55.8182
192,Leo,FAIL,22.1919,67.8081
192,King_Shaft,FAIL,10.2770,55.2770
192,Queen_Shaft,FAIL,9.1570,44.1570
192,North_Shaft,FAIL,18.9990,13.5010
193,Orion,FAIL,46.4937,55.8237
193,Leo,FAIL,22.2947,67.7053
193,King_Shaft,FAIL,10.2754,55.2754
193,Queen_Shaft,FAIL,9.1609,44.1609
193,North_Shaft,FAIL,19.0037,13.4963
194,Orion,FAIL,46.4983,55.8283
194,Leo,FAIL,22.3979,67.6021
194,King_Shaft,FAIL,10.2729,55.2729
194,Queen_Shaft,FAIL,9.1641,44.1641
194,North_Shaft,FAIL,19.0085,13.4915
195,Orion,FAIL,46.5018,55.8318
195,Leo,FAIL,22.5013,67.4987
195,King_Shaft,FAIL,10.2704,55.2704
195,Queen_Shaft,FAIL,9.1666,44.1666
195,North_Shaft,FAIL,19.0132,13.4868
196,Orion,FAIL,46.4977,55.8277
196,Leo,FAIL,23.3765,66.6235
196,King_Shaft,FAIL,10.2909,55.2909
196,Queen_Shaft,FAIL,9.1583,44.1583
196,North_Shaft,FAIL,19.0195,13.4805
197,Orion,FAIL,46.5049,55.8349
197,Leo,FAIL,22.2194,67.7806
197,King_Shaft,FAIL,10.2909,55.2909
197,Queen_Shaft,FAIL,9.1635,44.1635
197,North_Shaft,FAIL,19.0252,13.4748
198,Orion,FAIL,46.5108,55.8408
198,Leo,FAIL,22.3223,67.6777
198,King_Shaft,FAIL,10.2897,55.2897
198,Queen_Shaft,FAIL,9.1676,44.1676
198,North_Shaft,FAIL,19.0309,13.4691
199,Orion,FAIL,46.5154,55.8454
199,Leo,FAIL,22.4252,67.5748
199,King_Shaft,FAIL,10.2872,55.2872
199,Queen_Shaft,FAIL,9.1707,44.1707
199,North_Shaft,FAIL,19.0365,13.4635
200,Orion,FAIL,46.5187,55.8487
200,Leo,FAIL,22.5282,67.4718
200,King_Shaft,FAIL,10.2891,55.2891
200,Queen_Shaft,FAIL,9.1728,44.1728
200,North_Shaft,FAIL,19.0419,13.4581
201,Orion,FAIL,46.5206,55.8506
201,Leo,FAIL,22.6311,67.3689
201,King_Shaft,FAIL,10.2980,55.2980
201,Queen_Shaft,FAIL,9.1737,44.1737
201,North_Shaft,FAIL,19.0471,13.4529
202,Orion,FAIL,46.5210,55.8510
202,Leo,FAIL,22.7340,67.2660
202,King_Shaft,FAIL,10.3055,55.3055
202,Queen_Shaft,FAIL,9.1733,44.1733
202,North_Shaft,FAIL,19.0521,13.4479
203,Orion,FAIL,46.5199,55.8499
203,Leo,FAIL,22.8370,67.1630
203,King_Shaft,FAIL,10.3115,55.3115
203,Queen_Shaft,FAIL,9.1718,44.1718
203,North_Shaft,FAIL,19.0572,13.4428
204,Orion,FAIL,46.5294,55.8594
204,Leo,FAIL,22.4483,67.5517
204,King_Shaft,FAIL,10.2984,55.2984
204,Queen_Shaft,FAIL,9.1731,44.1731
204,North_Shaft,FAIL,19.0652,13.4348
205,Orion,FAIL,46.5312,55.8612
205,Leo,FAIL,22.5505,67.4495
205,King_Shaft,FAIL,10.3033,55.3033
205,Queen_Shaft,FAIL,9.1736,44.1736
205,North_Shaft,FAIL,19.0699,13.4301
206,Orion,FAIL,46.5315,55.8615
206,Leo,FAIL,22.6530,67.3470
206,King_Shaft,FAIL,10.3106,55.3106
206,Queen_Shaft,FAIL,9.1732,44.1732
206,North_Shaft,FAIL,19.0742,13.4258
207,Orion,FAIL,46.5306,55.8606
207,Leo,FAIL,22.7559,67.2441
207,King_Shaft,FAIL,10.3168,55.3168
207,Queen_Shaft,FAIL,9.1719,44.1719
207,North_Shaft,FAIL,19.0781,13.4219
208,Orion,FAIL,46.5367,55.8667
208,Leo,FAIL,22.3680,67.6320
208,King_Shaft,FAIL,10.3099,55.3099
208,Queen_Shaft,FAIL,9.1706,44.1706
208,North_Shaft,FAIL,19.0853,13.4147
209,Orion,FAIL,46.5392,55.8692
209,Leo,FAIL,22.4707,67.5293
209,King_Shaft,FAIL,10.3061,55.3061
209,Queen_Shaft,FAIL,9.1720,44.1720
209,North_Shaft,FAIL,19.0896,13.4104
210,Orion,FAIL,46.5406,55.8706
210,Leo,FAIL,22.5739,67.4261
210,King_Shaft,FAIL,10.3145,55.3145
210,Queen_Shaft,FAIL,9.1728,44.1728
210,North_Shaft,FAIL,19.0936,13.4064
211,Orion,FAIL,46.5411,55.8711
211,Leo,FAIL,22.6776,67.3224
211,King_Shaft,FAIL,10.3221,55.3221
211,Queen_Shaft,FAIL,9.1730,44.1730
211,North_Shaft,FAIL,19.0976,13.4024
212,Orion,FAIL,46.5452,55.8752
212,Leo,FAIL,22.2909,67.7091
212,King_Shaft,FAIL,10.3226,55.3226
212,Queen_Shaft,FAIL,9.1705,44.1705
212,North_Shaft,FAIL,19.1044,13.3956
213,Orion,FAIL,46.5494,55.8794
213,Leo,FAIL,22.3944,67.6056
213,King_Shaft,FAIL,10.3198,55.3198
213,Queen_Shaft,FAIL,9.1736,44.1736
213,North_Shaft,FAIL,19.1093,13.3907
214,Orion,FAIL,46.5527,55.8827
214,Leo,FAIL,22.4981,67.5019
214,King_Shaft,FAIL,10.3215,55.3215
214,Queen_Shaft,FAIL,9.1760,44.1760
214,North_Shaft,FAIL,19.1142,13.3858
215,Orion,FAIL,46.5549,55.8849
215,Leo,FAIL,22.6020,67.3980
215,King_Shaft,FAIL,10.3308,55.3308
215,Queen_Shaft,FAIL,9.1776,44.1776
215,North_Shaft,FAIL,19.1190,13.3810
216,Orion,FAIL,46.5568,55.8868
216,Leo,FAIL,22.2159,67.7841
216,King_Shaft,FAIL,10.3386,55.3386
216,Queen_Shaft,FAIL,9.1734,44.1734
216,North_Shaft,FAIL,19.1262,13.3738
217,Orion,FAIL,46.5623,55.8923
217,Leo,FAIL,22.3189,67.6811
217,King_Shaft,FAIL,10.3369,55.3369
217,Queen_Shaft,FAIL,9.1772,44.1772
217,North_Shaft,FAIL,19.1320,13.3680
218,Orion,FAIL,46.5664,55.8964
218,Leo,FAIL,22.4220,67.5780
218,King_Shaft,FAIL,10.3339,55.3339
218,Queen_Shaft,FAIL,9.1800,44.1800
218,North_Shaft,FAIL,19.1376,13.3624
219,Orion,FAIL,46.5692,55.8992
219,Leo,FAIL,22.5251,67.4749
219,King_Shaft,FAIL,10.3399,55.3399
219,Queen_Shaft,FAIL,9.1818,44.1818
219,North_Shaft,FAIL,19.1431,13.3569
220,Orion,FAIL,46.5676,55.8976
220,Leo,FAIL,22.1386,67.8614
220,King_Shaft,FAIL,10.3536,55.3536
220,Queen_Shaft,FAIL,9.1744,44.1744
220,North_Shaft,FAIL,19.1499,13.3501
221,Orion,FAIL,46.5731,55.9031
221,Leo,FAIL,22.2407,67.7593
221,King_Shaft,FAIL,10.3520,55.3520
221,Queen_Shaft,FAIL,9.1780,44.1780
221,North_Shaft,FAIL,19.1556,13.3444
222,Orion,FAIL,46.5771,55.9071
222,Leo,FAIL,22.3429,67.6571
222,King_Shaft,FAIL,10.3488,55.3488
222,Queen_Shaft,FAIL,9.1804,44.1804
222,North_Shaft,FAIL,19.1610,13.3390
223,Orion,FAIL,46.5798,55.9098
223,Leo,FAIL,22.4453,67.5547
223,King_Shaft,FAIL,10.3451,55.3451
223,Queen_Shaft,FAIL,9.1817,44.1817
223,North_Shaft,FAIL,19.1661,13.3339
224,Orion,FAIL,46.5743,55.9043
224,Leo,FAIL,23.3201,66.6799
224,King_Shaft,FAIL,10.3644,55.3644
224,Queen_Shaft,FAIL,9.1712,44.1712
224,North_Shaft,FAIL,19.1715,13.3285
225,Orion,FAIL,46.5798,55.9098
225,Leo,FAIL,22.1606,67.8394
225,King_Shaft,FAIL,10.3628,55.3628
225,Queen_Shaft,FAIL,9.1747,44.1747
225,North_Shaft,FAIL,19.1767,13.3233
226,Orion,FAIL,46.5840,55.9140
226,Leo,FAIL,22.2628,67.7372
226,King_Shaft,FAIL,10.3599,55.3599
226,Queen_Shaft,FAIL,9.1774,44.1774
226,North_Shaft,FAIL,19.1814,13.3186
227,Orion,FAIL,46.5872,55.9172
227,Leo,FAIL,22.3654,67.6346
227,King_Shaft,FAIL,10.3560,55.3560
227,Queen_Shaft,FAIL,9.1794,44.1794
227,North_Shaft,FAIL,19.1859,13.3141
228,Orion,FAIL,46.5789,55.9089
228,Leo,FAIL,23.2399,66.7601
228,King_Shaft,FAIL,10.3733,55.3733
228,Queen_Shaft,FAIL,9.1670,44.1670
228,North_Shaft,FAIL,19.1902,13.3098
229,Orion,FAIL,46.5856,55.9156
229,Leo,FAIL,22.0825,67.9175
229,King_Shaft,FAIL,10.3728,55.3728
229,Queen_Shaft,FAIL,9.1718,44.1718
229,North_Shaft,FAIL,19.1952,13.3048
230,Orion,FAIL,46.5913,55.9213
230,Leo,FAIL,22.1856,67.8144
230,King_Shaft,FAIL,10.3715,55.3715
230,Queen_Shaft,FAIL,9.1761,44.1761
230,North_Shaft,FAIL,19.2002,13.2998
231,Orion,FAIL,46.5962,55.9262
231,Leo,FAIL,22.2890,67.7110
231,King_Shaft,FAIL,10.3693,55.3693
231,Queen_Shaft,FAIL,9.1798,44.1798
231,North_Shaft,FAIL,19.2051,13.2949
232,Orion,FAIL,46.5860,55.9160
232,Leo,FAIL,23.1632,66.8368
232,King_Shaft,FAIL,10.3847,55.3847
232,Queen_Shaft,FAIL,9.1693,44.1693
232,North_Shaft,FAIL,19.2095,13.2905
233,Orion,FAIL,46.5945,55.9245
233,Leo,FAIL,23.2686,66.7314
233,King_Shaft,FAIL,10.3861,55.3861
233,Queen_Shaft,FAIL,9.1725,44.1725
233,North_Shaft,FAIL,19.2154,13.2846
234,Orion,FAIL,46.6020,55.9320
234,Leo,FAIL,22.1109,67.8891
234,King_Shaft,FAIL,10.3864,55.3864
234,Queen_Shaft,FAIL,9.1781,44.1781
234,North_Shaft,FAIL,19.2213,13.2787
235,Orion,FAIL,46.6083,55.9383
235,Leo,FAIL,22.2141,67.7859
235,King_Shaft,FAIL,10.3856,55.3856
235,Queen_Shaft,FAIL,9.1828,44.1828
235,North_Shaft,FAIL,19.2272,13.2728
236,Orion,FAIL,46.5954,55.9254
236,Leo,FAIL,23.0869,66.9131
236,King_Shaft,FAIL,10.3984,55.3984
236,Queen_Shaft,FAIL,9.1775,44.1775
236,North_Shaft,FAIL,19.2317,13.2683
237,Orion,FAIL,46.6047,55.9347
237,Leo,FAIL,23.1916,66.8084
237,King_Shaft,FAIL,10.4005,55.4005
237,Queen_Shaft,FAIL,9.1736,44.1736
237,North_Shaft,FAIL,19.2383,13.2617
238,Orion,FAIL,46.6126,55.9426
238,Leo,FAIL,22.0345,67.9655
238,King_Shaft,FAIL,10.4012,55.4012
238,Queen_Shaft,FAIL,9.1792,44.1792
238,North_Shaft,FAIL,19.2446,13.2554
239,Orion,FAIL,46.6190,55.9490
239,Leo,FAIL,22.1367,67.8633
239,King_Shaft,FAIL,10.4005,55.4005
239,Queen_Shaft,FAIL,9.1836,44.1836
239,North_Shaft,FAIL,19.2507,13.2493
240,Orion,FAIL,46.6054,55.9354
240,Leo,FAIL,23.0077,66.9923
240,King_Shaft,FAIL,10.4096,55.4096
240,Queen_Shaft,FAIL,9.1825,44.1825
240,North_Shaft,FAIL,19.2544,13.2456
241,Orion,FAIL,46.6115,55.9415
241,Leo,FAIL,23.1116,66.8884
241,King_Shaft,FAIL,10.4115,55.4115
241,Queen_Shaft,FAIL,9.1780,44.1780
241,North_Shaft,FAIL,19.2607,13.2393
242,Orion,FAIL,46.6192,55.9492
242,Leo,FAIL,23.2157,66.7843
242,King_Shaft,FAIL,10.4120,55.4120
242,Queen_Shaft,FAIL,9.1760,44.1760
242,North_Shaft,FAIL,19.2665,13.2335
243,Orion,FAIL,46.6256,55.9556
243,Leo,FAIL,22.0569,67.9431
243,King_Shaft,FAIL,10.4112,55.4112
243,Queen_Shaft,FAIL,9.1802,44.1802
243,North_Shaft,FAIL,19.2720,13.2280
244,Orion,FAIL,46.6178,55.9478
244,Leo,FAIL,22.9268,67.0732
244,King_Shaft,FAIL,10.4167,55.4167
244,Queen_Shaft,FAIL,9.1837,44.1837
244,North_Shaft,FAIL,19.2743,13.2257
245,Orion,FAIL,46.6147,55.9447
245,Leo,FAIL,23.0309,66.9691
245,King_Shaft,FAIL,10.4189,55.4189
245,Queen_Shaft,FAIL,9.1796,44.1796
245,North_Shaft,FAIL,19.2799,13.2201
246,Orion,FAIL,46.6231,55.9531
246,Leo,FAIL,23.1354,66.8646
246,King_Shaft,FAIL,10.4201,55.4201
246,Queen_Shaft,FAIL,9.1749,44.1749
246,North_Shaft,FAIL,19.2853,13.2147
247,Orion,FAIL,46.6304,55.9604
247,Leo,FAIL,21.9787,68.0213
247,King_Shaft,FAIL,10.4203,55.4203
247,Queen_Shaft,FAIL,9.1763,44.1763
247,North_Shaft,FAIL,19.2906,13.2094
248,Orion,FAIL,46.6298,55.9598
248,Leo,FAIL,22.8485,67.1515
248,King_Shaft,FAIL,10.4235,55.4235
248,Queen_Shaft,FAIL,9.1857,44.1857
248,North_Shaft,FAIL,19.2923,13.2077
249,Orion,FAIL,46.6265,55.9565
249,Leo,FAIL,22.9533,67.0467
249,King_Shaft,FAIL,10.4274,55.4274
249,Queen_Shaft,FAIL,9.1833,44.1833
249,North_Shaft,FAIL,19.2980,13.2020
250,Orion,FAIL,46.6291,55.9591
250,Leo,FAIL,23.0586,66.9414
250,King_Shaft,FAIL,10.4304,55.4304
250,Queen_Shaft,FAIL,9.1803,44.1803
250,North_Shaft,FAIL,19.3040,13.1960
251,Orion,FAIL,46.6382,55.9682
251,Leo,FAIL,23.1640,66.8360
251,King_Shaft,FAIL,10.4324,55.4324
251,Queen_Shaft,FAIL,9.1765,44.1765
251,North_Shaft,FAIL,19.3100,13.1900
252,Orion,FAIL,46.6451,55.9751
252,Leo,FAIL,22.7731,67.2269
252,King_Shaft,FAIL,10.4337,55.4337
252,Queen_Shaft,FAIL,9.1913,44.1913
252,North_Shaft,FAIL,19.3137,13.1863
253,Orion,FAIL,46.6434,55.9734
253,Leo,FAIL,22.8779,67.1221
253,King_Shaft,FAIL,10.4391,55.4391
253,Queen_Shaft,FAIL,9.1901,44.1901
253,North_Shaft,FAIL,19.3187,13.1813
254,Orion,FAIL,46.6404,55.9704
254,Leo,FAIL,22.9828,67.0172
254,King_Shaft,FAIL,10.4434,55.4434
254,Queen_Shaft,FAIL,9.1879,44.1879
254,North_Shaft,FAIL,19.3257,13.1743
255,Orion,FAIL,46.6479,55.9779
255,Leo,FAIL,23.0877,66.9123
255,King_Shaft,FAIL,10.4463,55.4463
255,Queen_Shaft,FAIL,9.1847,44.1847
255,North_Shaft,FAIL,19.3325,13.1675
256,Orion,FAIL,46.6612,55.9912
256,Leo,FAIL,22.6965,67.3035
256,King_Shaft,FAIL,10.4445,55.4445
256,Queen_Shaft,FAIL,9.1967,44.1967
256,North_Shaft,FAIL,19.3378,13.1622
257,Orion,FAIL,46.6597,55.9897
257,Leo,FAIL,22.8004,67.1996
257,King_Shaft,FAIL,10.4502,55.4502
257,Queen_Shaft,FAIL,9.1954,44.1954
257,North_Shaft,FAIL,19.3427,13.1573
258,Orion,FAIL,46.6569,55.9869
258,Leo,FAIL,22.9044,67.0956
258,King_Shaft,FAIL,10.4545,55.4545
258,Queen_Shaft,FAIL,9.1930,44.1930
258,North_Shaft,FAIL,19.3484,13.1516
259,Orion,FAIL,46.6547,55.9847
259,Leo,FAIL,23.0083,66.9917
259,King_Shaft,FAIL,10.4573,55.4573
259,Queen_Shaft,FAIL,9.1893,44.1893
259,North_Shaft,FAIL,19.3550,13.1450
260,Orion,FAIL,46.6736,56.0036
260,Leo,FAIL,22.6169,67.3831
260,King_Shaft,FAIL,10.4517,55.4517
260,Queen_Shaft,FAIL,9.1981,44.1981
260,North_Shaft,FAIL,19.3611,13.1389
261,Orion,FAIL,46.6720,56.0020
261,Leo,FAIL,22.7202,67.2798
261,King_Shaft,FAIL,10.4572,55.4572
261,Queen_Shaft,FAIL,9.1965,44.1965
261,North_Shaft,FAIL,19.3655,13.1345
262,Orion,FAIL,46.6690,55.9990
262,Leo,FAIL,22.8238,67.1762
262,King_Shaft,FAIL,10.4614,55.4614
262,Queen_Shaft,FAIL,9.1939,44.1939
262,North_Shaft,FAIL,19.3696,13.1304
263,Orion,FAIL,46.6648,55.9948
263,Leo,FAIL,22.9277,67.0723
263,King_Shaft,FAIL,10.4644,55.4644
263,Queen_Shaft,FAIL,9.1904,44.1904
263,North_Shaft,FAIL,19.3745,13.1255
264,Orion,FAIL,46.6827,56.0127
264,Leo,FAIL,22.5371,67.4629
264,King_Shaft,FAIL,10.4556,55.4556
264,Queen_Shaft,FAIL,9.1969,44.1969
264,North_Shaft,FAIL,19.3813,13.1187
265,Orion,FAIL,46.6819,56.0119
265,Leo,FAIL,22.6409,67.3591
265,King_Shaft,FAIL,10.4619,55.4619
265,Queen_Shaft,FAIL,9.1962,44.1962
265,North_Shaft,FAIL,19.3852,13.1148
266,Orion,FAIL,46.6801,56.0101
266,Leo,FAIL,22.7451,67.2549
266,King_Shaft,FAIL,10.4673,55.4673
266,Queen_Shaft,FAIL,9.1948,44.1948
266,North_Shaft,FAIL,19.3891,13.1109
267,Orion,FAIL,46.6773,56.0073
267,Leo,FAIL,22.8498,67.1502
267,King_Shaft,FAIL,10.4717,55.4717
267,Queen_Shaft,FAIL,9.1929,44.1929
267,North_Shaft,FAIL,19.3928,13.1072
268,Orion,FAIL,46.6932,56.0232
268,Leo,FAIL,22.4605,67.5395
268,King_Shaft,FAIL,10.4610,55.4610
268,Queen_Shaft,FAIL,9.1981,44.1981
268,North_Shaft,FAIL,19.4005,13.0995
269,Orion,FAIL,46.6943,56.0243
269,Leo,FAIL,22.5650,67.4350
269,King_Shaft,FAIL,10.4692,55.4692
269,Queen_Shaft,FAIL,9.1992,44.1992
269,North_Shaft,FAIL,19.4052,13.0948
270,Orion,FAIL,46.6943,56.0243
270,Leo,FAIL,22.6697,67.3303
270,King_Shaft,FAIL,10.4763,55.4763
270,Queen_Shaft,FAIL,9.1994,44.1994
270,North_Shaft,FAIL,19.4099,13.0901
271,Orion,FAIL,46.6932,56.0232
271,Leo,FAIL,22.7745,67.2255
271,King_Shaft,FAIL,10.4824,55.4824
271,Queen_Shaft,FAIL,9.1988,44.1988
271,North_Shaft,FAIL,19.4145,13.0855
272,Orion,FAIL,46.7069,56.0369
272,Leo,FAIL,22.3857,67.6143
272,King_Shaft,FAIL,10.4695,55.4695
272,Queen_Shaft,FAIL,9.2023,44.2023
272,North_Shaft,FAIL,19.4226,13.0774
273,Orion,FAIL,46.7091,56.0391
273,Leo,FAIL,22.4898,67.5102
273,King_Shaft,FAIL,10.4788,55.4788
273,Queen_Shaft,FAIL,9.2040,44.2040
273,North_Shaft,FAIL,19.4281,13.0719
274,Orion,FAIL,46.7099,56.0399
274,Leo,FAIL,22.5937,67.4063
274,King_Shaft,FAIL,10.4867,55.4867
274,Queen_Shaft,FAIL,9.2046,44.2046
274,North_Shaft,FAIL,19.4336,13.0664
275,Orion,FAIL,46.7093,56.0393
275,Leo,FAIL,22.6977,67.3023
275,King_Shaft,FAIL,10.4933,55.4933
275,Queen_Shaft,FAIL,9.2041,44.2041
275,North_Shaft,FAIL,19.4387,13.0613
276,Orion,FAIL,46.7195,56.0495
276,Leo,FAIL,22.3085,67.6915
276,King_Shaft,FAIL,10.4804,55.4804
276,Queen_Shaft,FAIL,9.2045,44.2045
276,North_Shaft,FAIL,19.4463,13.0537
277,Orion,FAIL,46.7217,56.0517
277,Leo,FAIL,22.4116,67.5884
277,King_Shaft,FAIL,10.4862,55.4862
277,Queen_Shaft,FAIL,9.2059,44.2059
277,North_Shaft,FAIL,19.4519,13.0481
278,Orion,FAIL,46.7223,56.0523
278,Leo,FAIL,22.5147,67.4853
278,King_Shaft,FAIL,10.4939,55.4939
278,Queen_Shaft,FAIL,9.2060,44.2060
278,North_Shaft,FAIL,19.4570,13.0430
279,Orion,FAIL,46.7215,56.0515
279,Leo,FAIL,22.6180,67.3820
279,King_Shaft,FAIL,10.5003,55.5003
279,Queen_Shaft,FAIL,9.2051,44.2051
279,North_Shaft,FAIL,19.4617,13.0383
280,Orion,FAIL,46.7279,56.0579
280,Leo,FAIL,22.2288,67.7712
280,King_Shaft,FAIL,10.4929,55.4929
280,Queen_Shaft,FAIL,9.2024,44.2024
280,North_Shaft,FAIL,19.4680,13.0320
281,Orion,FAIL,46.7301,56.0601
281,Leo,FAIL,22.3316,67.6684
281,King_Shaft,FAIL,10.4894,55.4894
281,Queen_Shaft,FAIL,9.2038,44.2038
281,North_Shaft,FAIL,19.4729,13.0271
282,Orion,FAIL,46.7310,56.0610
282,Leo,FAIL,22.4348,67.5652
282,King_Shaft,FAIL,10.4974,55.4974
282,Queen_Shaft,FAIL,9.2043,44.2043
282,North_Shaft,FAIL,19.4774,13.0226
283,Orion,FAIL,46.7308,56.0608
283,Leo,FAIL,22.5384,67.4616
283,King_Shaft,FAIL,10.5044,55.5044
283,Queen_Shaft,FAIL,9.2041,44.2041
283,North_Shaft,FAIL,19.4816,13.0184
284,Orion,FAIL,46.7345,56.0645
284,Leo,FAIL,22.1504,67.8496
284,King_Shaft,FAIL,10.5037,55.5037
284,Queen_Shaft,FAIL,9.1995,44.1995
284,North_Shaft,FAIL,19.4867,13.0133
285,Orion,FAIL,46.7379,56.0679
285,Leo,FAIL,22.2539,67.7461
285,King_Shaft,FAIL,10.5000,55.5000
285,Queen_Shaft,FAIL,9.2023,44.2023
285,North_Shaft,FAIL,19.4916,13.0084
286,Orion,FAIL,46.7404,56.0704
286,Leo,FAIL,22.3579,67.6421
286,King_Shaft,FAIL,10.5017,55.5017
286,Queen_Shaft,FAIL,9.2044,44.2044
286,North_Shaft,FAIL,19.4963,13.0037
287,Orion,FAIL,46.7420,56.0720
287,Leo,FAIL,22.4622,67.5378
287,King_Shaft,FAIL,10.5104,55.5104
287,Queen_Shaft,FAIL,9.2059,44.2059
287,North_Shaft,FAIL,19.5010,12.9990
288,Orion,FAIL,46.7438,56.0738
288,Leo,FAIL,22.0753,67.9247
288,King_Shaft,FAIL,10.5172,55.5172
288,Queen_Shaft,FAIL,9.2001,44.2001
288,North_Shaft,FAIL,19.5062,12.9938
289,Orion,FAIL,46.7490,56.0790
289,Leo,FAIL,22.1792,67.8208
289,King_Shaft,FAIL,10.5153,55.5153
289,Queen_Shaft,FAIL,9.2044,44.2044
289,North_Shaft,FAIL,19.5120,12.9880
290,Orion,FAIL,46.7531,56.0831
290,Leo,FAIL,22.2832,67.7168
290,King_Shaft,FAIL,10.5123,55.5123
290,Queen_Shaft,FAIL,9.2077,44.2077
290,North_Shaft,FAIL,19.5176,12.9824
291,Orion,FAIL,46.7560,56.0860
291,Leo,FAIL,22.3873,67.6127
291,King_Shaft,FAIL,10.5193,55.5193
291,Queen_Shaft,FAIL,9.2102,44.2102
291,North_Shaft,FAIL,19.5233,12.9767
292,Orion,FAIL,46.7552,56.0852
292,Leo,FAIL,22.0004,67.9996
292,King_Shaft,FAIL,10.5328,55.5328
292,Queen_Shaft,FAIL,9.2022,44.2022
292,North_Shaft,FAIL,19.5287,12.9713
293,Orion,FAIL,46.7611,56.0911
293,Leo,FAIL,22.1035,67.8965
293,King_Shaft,FAIL,10.5316,55.5316
293,Queen_Shaft,FAIL,9.2066,44.2066
293,North_Shaft,FAIL,19.5351,12.9649
294,Orion,FAIL,46.7655,56.0955
294,Leo,FAIL,22.2066,67.7934
294,King_Shaft,FAIL,10.5288,55.5288
294,Queen_Shaft,FAIL,9.2099,44.2099
